antecedent,consequent,support,confidence,lift,leverage,conviction,n_items
coffee,"bread, sugar",0.10666666666666667,0.3990024937655861,3.053590513512139,0.07173511111111112,1.4464840940525587,3
"parmesan, sugar",coffee,0.049666666666666665,0.8142076502732241,3.045664527206574,0.03335933333333334,3.9434705882352947,3
"coffee, diapers",cream,0.07233333333333333,0.8378378378378378,3.035644339992166,0.04850533333333333,4.464666666666666,3
"bananas, cream",coffee,0.048666666666666664,0.8111111111111111,3.034081463009144,0.032626666666666665,3.878823529411765,3
"apples, sugar",cream,0.051333333333333335,0.8369565217391305,3.032451165721487,0.03440533333333333,4.4405333333333346,3
"cream, pasta",sugar,0.09333333333333334,0.8187134502923976,3.032272038119991,0.06255333333333334,4.026774193548386,3
"cereal, sugar",coffee,0.06833333333333333,0.8102766798418972,3.0309601490345286,0.045788222222222216,3.8617638888888886,3
"coffee, pasta_sauce",sugar,0.09266666666666666,0.8176470588235294,3.0283224400871456,0.06206666666666666,4.003225806451613,3
"diapers, sugar",coffee,0.07233333333333333,0.8066914498141263,3.0175490641426173,0.048362444444444444,3.7901410256410246,3
"apples, coffee",cream,0.051333333333333335,0.8324324324324325,3.016059537798668,0.034313333333333335,4.320645161290324,3
"cream, pasta_sauce",sugar,0.09166666666666666,0.8136094674556212,3.013368397983782,0.06124666666666666,3.916507936507935,3
"soda, sugar",coffee,0.052333333333333336,0.8051282051282052,3.011701515442164,0.03495666666666667,3.759736842105264,3
coffee,sugar,0.21733333333333332,0.8129675810473815,3.010991040916228,0.14515333333333333,3.9030666666666662,2
sugar,coffee,0.21733333333333332,0.8049382716049381,3.0109910409162275,0.14515333333333333,3.7560759493670863,2
"sugar, wipes",coffee,0.04933333333333333,0.8043478260869565,3.008782391846471,0.03293688888888889,3.7447407407407414,3
"chips, sugar",cream,0.09333333333333334,0.8284023668639053,3.0014578509561787,0.06223733333333334,4.219172413793103,3
diapers,"formula, wipes",0.18,0.5476673427991886,2.9981788839371637,0.11996355555555555,1.8069297458893872,3
"formula, wipes",diapers,0.18,0.9854014598540145,2.9981788839371637,0.11996355555555555,45.98633333333304,3
"coffee, formula",cream,0.051,0.8270270270270269,2.9964747356051697,0.033979999999999996,4.185624999999997,3
"chips, cream",coffee,0.09366666666666666,0.8005698005698005,2.994650126819703,0.06238866666666666,3.6737999999999995,3
coffee,"chips, cream",0.09366666666666666,0.35037406483790523,2.9946501268197028,0.06238866666666666,1.3592437619961613,3
"formula, sugar",cream,0.050666666666666665,0.8260869565217391,2.993068683049779,0.03373866666666667,4.163,3
"salsa, sugar",cream,0.06466666666666666,0.825531914893617,2.9910576626580325,0.043046666666666664,4.149756097560974,3
"coffee, pasta",cream,0.09433333333333334,0.8250728862973762,2.9893945155702033,0.06277733333333334,4.138866666666669,3
"coffee, pasta_sauce",cream,0.09333333333333334,0.823529411764706,2.9838022165387894,0.062053333333333335,4.102666666666668,3
"eggs, sugar",coffee,0.04466666666666667,0.7976190476190476,2.983612397577485,0.029696,3.6202352941176463,3
"bananas, cream",sugar,0.04833333333333333,0.8055555555555556,2.983539094650206,0.03213333333333333,3.754285714285715,3
cream,"butter, sugar",0.10666666666666667,0.3864734299516908,2.9805148839462015,0.07087866666666667,1.4185748031496062,3
"butter, sugar",cream,0.10666666666666667,0.8226221079691516,2.980514883946201,0.07087866666666667,4.081681159420287,3
"coffee, wipes",cream,0.048666666666666664,0.8202247191011235,2.9718286923953747,0.03229066666666666,4.027249999999998,3
"cream, eggs",coffee,0.04466666666666667,0.7928994082840237,2.965957886349216,0.02960688888888889,3.5377333333333345,3
"cereal, coffee",sugar,0.06833333333333333,0.80078125,2.9658564814814814,0.045293333333333324,3.664313725490196,3
"cereal, sugar",cream,0.069,0.8181818181818182,2.9644268774703555,0.045724,3.982000000000001,3
coffee,cream,0.21866666666666668,0.8179551122194515,2.9636054790559836,0.14488266666666666,3.9770410958904137,2
cream,coffee,0.21866666666666668,0.7922705314009661,2.963605479055983,0.14488266666666666,3.527023255813953,2
"pasta, sugar",cream,0.09333333333333334,0.8163265306122449,2.9577048210588583,0.06177733333333334,3.941777777777778,3
"chips, cream",sugar,0.09333333333333334,0.7977207977207977,2.9545214730399914,0.06174333333333333,3.60887323943662,3
"beer, wipes",diapers,0.042666666666666665,0.9696969696969697,2.950396459524249,0.028205333333333332,22.15400000000002,3
"bread, sugar",cream,0.10633333333333334,0.8137755102040818,2.9484619934930496,0.07026933333333334,3.8877808219178114,3
cream,"bread, sugar",0.10633333333333334,0.3852657004830918,2.9484619934930496,0.07026933333333334,1.4141611001964633,3
"bread, cream",coffee,0.10666666666666667,0.7881773399014779,2.9482942889082717,0.07048755555555557,3.458868217054264,3
coffee,"bread, cream",0.10666666666666667,0.3990024937655861,2.9482942889082717,0.07048755555555557,1.438719225449516,3
sugar,"butter, coffee",0.10666666666666667,0.3950617283950617,2.9409061667126184,0.07039666666666666,1.431,3
sugar,"bread, coffee",0.10666666666666667,0.3950617283950617,2.9409061667126184,0.07039666666666666,1.431,3
"bread, coffee",sugar,0.10666666666666667,0.794044665012407,2.9409061667126184,0.07039666666666666,3.544457831325302,3
"butter, coffee",sugar,0.10666666666666667,0.794044665012407,2.9409061667126184,0.07039666666666666,3.544457831325302,3
"beer, cream",coffee,0.041666666666666664,0.7861635220125786,2.9407613042864535,0.027498,3.426294117647058,3
"pasta_sauce, sugar",cream,0.09166666666666666,0.8112094395280235,2.9391646359710992,0.06047866666666665,3.834937499999998,3
"cream, milk",coffee,0.06333333333333334,0.7851239669421488,2.936872694297315,0.041768444444444455,3.4097179487179496,3
"coffee, eggs",sugar,0.04466666666666667,0.7928994082840237,2.9366644751260136,0.029456666666666666,3.524857142857144,3
"soda, sugar",cream,0.05266666666666667,0.8102564102564103,2.935711631363805,0.03472666666666667,3.8156756756756756,3
coffee,"butter, cream",0.10666666666666667,0.3990024937655861,2.933841865923427,0.07030933333333333,1.437609958506224,3
"butter, cream",coffee,0.10666666666666667,0.7843137254901961,2.933841865923427,0.07030933333333333,3.396909090909091,3
"cereal, cream",coffee,0.069,0.7840909090909092,2.933008388120608,0.04547466666666668,3.393403508771931,3
"beer, sugar",coffee,0.041,0.7834394904458599,2.9305716600219203,0.027009555555555557,3.3831960784313733,3
"cream, diapers",coffee,0.07233333333333333,0.7833935018050541,2.930399632687235,0.047649555555555556,3.3824777777777766,3
"parmesan, sugar",cream,0.04933333333333333,0.8087431693989071,2.930228874633721,0.032497333333333336,3.7854857142857146,3
"cereal, coffee",cream,0.069,0.8085937500000001,2.9296875,0.045448,3.7825306122449,3
"coffee, milk",sugar,0.063,0.7875,2.9166666666666665,0.0414,3.435294117647058,3
"cream, soda",coffee,0.053,0.7794117647058822,2.915505354261405,0.03482133333333333,3.3214222222222207,3
"cream, eggs",sugar,0.044333333333333336,0.7869822485207101,2.9147490685952224,0.029123333333333334,3.4269444444444446,3
sugar,"bread, cream",0.10633333333333334,0.39382716049382716,2.9100529100529102,0.06979333333333333,1.4264358452138493,3
"bread, cream",sugar,0.10633333333333334,0.7857142857142857,2.91005291005291,0.06979333333333333,3.4066666666666663,3
"milk, sugar",coffee,0.063,0.7777777777777778,2.9093931837073983,0.041346,3.297,3
"cream, milk",sugar,0.06333333333333334,0.7851239669421488,2.9078665442301808,0.04155333333333334,3.397307692307693,3
sugar,cream,0.21666666666666667,0.8024691358024691,2.9074968688495257,0.14214666666666664,3.66525,2
cream,sugar,0.21666666666666667,0.7850241545893719,2.9074968688495253,0.14214666666666664,3.3957303370786507,2
"butter, cream",sugar,0.10666666666666667,0.7843137254901961,2.904865649963689,0.06994666666666667,3.3845454545454543,3
sugar,"butter, cream",0.10666666666666667,0.3950617283950617,2.9048656499636887,0.06994666666666667,1.4282448979591835,3
"cereal, cream",sugar,0.069,0.7840909090909092,2.904040404040404,0.04524,3.3810526315789486,3
"cream, parmesan",coffee,0.04933333333333333,0.774869109947644,2.898512880103407,0.03231311111111111,3.2544031007751943,3
"diapers, sugar",cream,0.07166666666666667,0.7992565055762082,2.8958569042616236,0.046918666666666664,3.606592592592593,3
"sugar, wipes",cream,0.049,0.798913043478261,2.8946124763705106,0.032072,3.6004324324324344,3
"bread, coffee",cream,0.10666666666666667,0.794044665012407,2.8769734239579963,0.06959066666666666,3.51532530120482,3
cream,"butter, coffee",0.10666666666666667,0.3864734299516908,2.8769734239579963,0.06959066666666666,1.4109685039370077,3
cream,"bread, coffee",0.10666666666666667,0.3864734299516908,2.8769734239579963,0.06959066666666666,1.4109685039370077,3
"butter, coffee",cream,0.10666666666666667,0.794044665012407,2.8769734239579963,0.06959066666666666,3.51532530120482,3
"cream, formula",coffee,0.051,0.7688442211055276,2.8759758894221736,0.03326688888888889,3.1695797101449275,3
"cream, diapers",sugar,0.07166666666666667,0.776173285198556,2.8747158711057628,0.04673666666666666,3.2614516129032265,3
"cream, wipes",coffee,0.048666666666666664,0.7684210526315788,2.8743929649560305,0.03173555555555555,3.163787878787877,3
"coffee, eggs",cream,0.04466666666666667,0.7928994082840237,2.872823943058057,0.029118666666666668,3.495885714285715,3
"cream, parmesan",sugar,0.04933333333333333,0.774869109947644,2.8698855923986812,0.03214333333333333,3.2425581395348844,3
"cream, soda",sugar,0.05266666666666667,0.7745098039215685,2.8685548293391427,0.034306666666666666,3.237391304347825,3
"coffee, milk",cream,0.06333333333333334,0.7916666666666667,2.8683574879227054,0.041253333333333336,3.475200000000001,3
"eggs, sugar",cream,0.044333333333333336,0.7916666666666667,2.8683574879227054,0.028877333333333335,3.475200000000001,3
"cream, wipes",sugar,0.049,0.7736842105263158,2.8654970760233915,0.0319,3.225581395348837,3
"beer, cream",sugar,0.04066666666666666,0.7672955974842767,2.8418355462380616,0.026356666666666664,3.137027027027026,3
"milk, sugar",cream,0.06333333333333334,0.7818930041152263,2.8329456670841533,0.04097733333333334,3.3194716981132073,3
"cream, formula",sugar,0.050666666666666665,0.763819095477387,2.828959612879211,0.03275666666666667,3.0908510638297884,3
"beer, sugar",cream,0.04066666666666666,0.7770700636942675,2.8154712452690847,0.02622266666666666,3.247657142857142,3
"beer, formula",diapers,0.041666666666666664,0.9191176470588234,2.7965039971363796,0.02676711111111111,8.300121212121196,3
"bananas, cereal",milk,0.056666666666666664,0.8717948717948717,2.773472550779019,0.036234999999999996,5.348199999999996,3
"diapers, milk",cereal,0.09233333333333334,0.8906752411575563,2.7575084865559014,0.058849,6.192558823529411,3
"bananas, milk",cereal,0.056666666666666664,0.8854166666666666,2.7412280701754383,0.03599466666666666,5.908363636363635,3
"cereal, soda",milk,0.068,0.8607594936708861,2.738365303300804,0.043167666666666674,4.924333333333334,3
"bread, cereal",milk,0.13533333333333333,0.8583509513742071,2.730702920596629,0.08577344444444443,4.840601990049749,3
milk,"bread, cereal",0.13533333333333333,0.4305408271474019,2.730702920596629,0.08577344444444443,1.4791812538795777,3
"cereal, eggs",milk,0.056,0.8571428571428572,2.7268595667323132,0.035463555555555554,4.799666666666669,3
milk,"butter, cereal",0.129,0.4103923647932131,2.71783023041863,0.08153566666666667,1.4399406474820142,3
"butter, cereal",milk,0.129,0.8543046357615894,2.71783023041863,0.08153566666666667,4.706166666666667,3
"apples, cereal",milk,0.060333333333333336,0.8497652582159626,2.703388944483444,0.03801566666666667,4.563968750000005,3
"eggs, milk",cereal,0.056,0.8704663212435233,2.69494217103258,0.03522033333333333,5.226439999999999,3
"apples, milk",cereal,0.060333333333333336,0.8701923076923078,2.69409383186473,0.03793866666666667,5.215407407407413,3
"milk, pasta_sauce",cereal,0.11066666666666666,0.8691099476439791,2.6907428719627835,0.06953799999999999,5.1722800000000015,3
"cream, milk",cereal,0.07,0.8677685950413224,2.6865900775273137,0.043944666666666674,5.1198125000000045,3
"milk, pasta",cereal,0.111,0.8671875,2.6847910216718267,0.069656,5.097411764705883,3
"milk, wipes",cereal,0.058666666666666666,0.8669950738916256,2.684195275206271,0.036810333333333334,5.090037037037035,3
"cereal, salsa",milk,0.07366666666666667,0.8435114503816794,2.68349347947512,0.04621488888888889,4.381577235772358,3
"bread, milk",cereal,0.13533333333333333,0.8638297872340425,2.6743956261115867,0.08473,4.971718749999997,3
cereal,"bread, milk",0.13533333333333333,0.41898864809081526,2.6743956261115867,0.08473,1.4514920071047956,3
"diapers, salsa",wipes,0.05266666666666667,0.6196078431372548,2.670723461798512,0.032946666666666666,2.018969072164948,3
"formula, milk",cereal,0.06,0.8612440191387559,2.6663901521323714,0.037497666666666665,4.87906896551724,3
"milk, salsa",cereal,0.07366666666666667,0.8599221789883269,2.662297767765718,0.045996333333333334,4.83302777777778,3
"coffee, milk",cereal,0.06866666666666667,0.8583333333333333,2.657378740970072,0.042826666666666666,4.778823529411763,3
"butter, milk",cereal,0.129,0.8580931263858093,2.656635066209936,0.08044233333333334,4.770734374999998,3
cereal,"butter, milk",0.129,0.3993808049535604,2.656635066209936,0.08044233333333334,1.4146512027491407,3
"cereal, chips",milk,0.108,0.832904884318766,2.649750427313147,0.06724144444444444,4.10345128205128,3
milk,"cereal, pasta_sauce",0.11066666666666666,0.35206786850477195,2.647126830862947,0.06886033333333333,1.3381031096563012,3
"cereal, pasta_sauce",milk,0.11066666666666666,0.8320802005012531,2.647126830862947,0.06886033333333333,4.083298507462685,3
milk,cereal,0.2683333333333333,0.8536585365853657,2.642905686022804,0.16680366666666663,4.626166666666663,2
cereal,milk,0.2683333333333333,0.8307533539731681,2.6429056860228037,0.16680366666666663,4.05128658536585,2
"milk, soda",cereal,0.068,0.8535564853556487,2.6425897379431844,0.042267666666666676,4.622942857142861,3
